 1 1 17 18 400.0 5.0 0.0021875 44.0625 1.0 100.0 0.03 1 1.0 0 longestriverintheworld2
 2 1 18 18 400.0 5.0 0.0021875 43.1875 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 3 1 19 18 400.0 5.0 0.0021875 42.3125 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 4 1 20 17 400.0 5.0 0.0021875 41.4375 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 5 1 21 17 400.0 5.0 0.0021875 40.5625 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 6 1 22 17 400.0 5.0 0.0021875 39.6875 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 7 1 23 16 400.0 5.0 0.0021875 38.8125 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 8 1 24 16 400.0 5.0 0.0021875 37.9375 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 9 1 25 16 400.0 5.0 0.0021875 37.0625 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 10 1 26 16 400.0 5.0 0.0021875 36.1875 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 11 1 27 16 400.0 5.0 0.0021875 35.3125 1.0 100.0 0.03 2 1.0 0 longestriverintheworld2
 12 1 28 15 400.0 5.0 0.0021875 34.4375 1.0 100.0 0.03 1 1.0 0 longestriverintheworld2
