 1 1 18 11 400.0 5.0 0.00170455 41.15909 1.0 100.0 0.03 1 1.0 0 longestriverintheworld3
 2 1 19 11 200.0 5.0 0.00170455 40.64773 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 3 1 19 12 200.0 5.0 0.00170455 40.30682 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 4 1 20 12 400.0 5.0 0.00170455 39.79546 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 5 1 21 12 400.0 5.0 0.00170455 39.11364 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 6 1 22 13 400.0 5.0 0.00170455 38.43182 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 7 1 23 13 400.0 5.0 0.00170455 37.75 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 8 1 24 13 200.0 5.0 0.00170455 37.23864 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 9 1 24 14 200.0 5.0 0.00170455 36.89773 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 10 1 25 14 400.0 5.0 0.00170455 36.38636 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 11 1 26 14 400.0 5.0 0.00170455 35.70454 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 12 1 27 14 400.0 5.0 0.00170455 35.02273 1.0 100.0 0.03 2 1.0 0 longestriverintheworld3
 13 1 28 15 400.0 5.0 0.00170455 34.34091 1.0 100.0 0.03 1 1.0 0 longestriverintheworld3
