  1  1  4    50.000000
  1  1  5    50.000000
  1  1  6    50.000000
  1  1  7    50.000000
  1  1  8    50.000000
  1  1  9    50.000000
  1  1  10    50.000000
  1  1  11    50.000000
  1  1  12    50.100000
  1  1  13    50.150000
  1  1  14    50.150000
  1  1  15    50.100000
  1  1  16    50.000000
  1  1  17    50.000000
  1  1  18    50.000000
  1  1  19    50.000000
  1  1  20    50.000000
  1  1  21    50.000000
  2  1  4    50.000000
  2  1  5    50.000000
  2  1  6    50.000000
  2  1  7    50.000000
  2  1  8    50.000000
  2  1  9    50.000000
  2  1  10    50.000000
  2  1  11    50.000000
  2  1  12    50.100000
  2  1  13    50.150000
  2  1  14    50.150000
  2  1  15    50.100000
  2  1  16    50.000000
  2  1  17    50.000000
  2  1  18    50.000000
  2  1  19    50.000000
  2  1  20    50.000000
  2  1  21    50.000000
  3  1  4    50.000000
  3  1  5    50.000000
  3  1  6    50.000000
  3  1  7    50.000000
  3  1  8    50.000000
  3  1  9    50.000000
  3  1  10    50.000000
  3  1  11    50.000000
  3  1  16    50.000000
  3  1  17    50.000000
  3  1  18    50.000000
  3  1  19    50.000000
  3  1  20    50.000000
  3  1  21    50.000000
  4  1  4    50.000000
  4  1  5    50.000000
  4  1  6    50.000000
  4  1  7    50.000000
  4  1  8    50.000000
  4  1  9    50.000000
  4  1  10    50.000000
  4  1  11    50.000000
  4  1  12    50.090000
  4  1  13    50.140000
  4  1  14    50.140000
  4  1  15    50.090000
  4  1  16    50.000000
  4  1  17    50.000000
  4  1  18    50.000000
  4  1  19    50.000000
  4  1  20    50.000000
  4  1  21    50.000000
  5  1  4    50.000000
  5  1  5    50.000000
  5  1  6    50.000000
  5  1  7    50.000000
  5  1  8    50.000000
  5  1  9    50.000000
  5  1  10    50.000000
  5  1  11    50.000000
  5  1  12    50.090000
  5  1  13    50.140000
  5  1  14    50.140000
  5  1  15    50.090000
  5  1  16    50.000000
  5  1  17    50.000000
  5  1  18    50.000000
  5  1  19    50.000000
  5  1  20    50.000000
  5  1  21    50.000000
  6  1  4    50.000000
  6  1  5    50.000000
  6  1  6    50.000000
  6  1  7    50.000000
  6  1  8    50.000000
  6  1  9    50.000000
  6  1  10    50.000000
  6  1  11    50.000000
  6  1  12    50.090000
  6  1  13    50.140000
  6  1  14    50.140000
  6  1  15    50.090000
  6  1  16    50.000000
  6  1  17    50.000000
  6  1  18    50.000000
  6  1  19    50.000000
  6  1  20    50.000000
  6  1  21    50.000000
  7  1  4    50.000000
  7  1  5    50.000000
  7  1  6    50.000000
  7  1  7    50.000000
  7  1  8    50.000000
  7  1  9    50.000000
  7  1  10    50.000000
  7  1  11    50.000000
  7  1  12    50.090000
  7  1  13    50.140000
  7  1  14    50.140000
  7  1  15    50.090000
  7  1  16    50.000000
  7  1  17    50.000000
  7  1  18    50.000000
  7  1  19    50.000000
  7  1  20    50.000000
  7  1  21    50.000000
  8  1  4    50.000000
  8  1  5    50.000000
  8  1  6    50.000000
  8  1  7    50.000000
  8  1  8    50.000000
  8  1  9    50.000000
  8  1  10    50.000000
  8  1  11    50.000000
  8  1  12    50.090000
  8  1  13    50.140000
  8  1  14    50.140000
  8  1  15    50.090000
  8  1  16    50.000000
  8  1  17    50.000000
  8  1  18    50.000000
  8  1  19    50.000000
  8  1  20    50.000000
  8  1  21    50.000000
